slug,question,tags,end_date,n_trades,win_rate,total_pnl,sharpe,exit_reasons,error,skipped
xrp-updown-5m-1766163900,"XRP Up or Down - December 19, 12:05PM-12:10PM ET",,2025-12-19T17:10:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
btc-updown-5m-1766163900,"Bitcoin Up or Down - December 19, 12:05PM-12:10PM ET",,2025-12-19T17:10:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
sol-updown-5m-1766163600,"Solana Up or Down - December 19, 12:00PM-12:05PM ET",,2025-12-19T17:05:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
btc-updown-5m-1766163600,"Bitcoin Up or Down - December 19, 12:00PM-12:05PM ET",,2025-12-19T17:05:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
xrp-updown-5m-1766163600,"XRP Up or Down - December 19, 12:00PM-12:05PM ET",,2025-12-19T17:05:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
eth-updown-5m-1766163600,"Ethereum Up or Down - December 19, 12:00PM-12:05PM ET",,2025-12-19T17:05:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
btc-updown-5m-1766163300,"Bitcoin Up or Down - December 19, 11:55AM-12:00PM ET",,2025-12-19T17:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
eth-updown-5m-1766163300,"Ethereum Up or Down - December 19, 11:55AM-12:00PM ET",,2025-12-19T17:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
sol-updown-5m-1766163300,"Solana Up or Down - December 19, 11:55AM-12:00PM ET",,2025-12-19T17:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
xrp-updown-5m-1766163300,"XRP Up or Down - December 19, 11:55AM-12:00PM ET",,2025-12-19T17:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
sol-updown-5m-1766163000,"Solana Up or Down - December 19, 11:50AM-11:55AM ET",,2025-12-19T16:55:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
xrp-updown-5m-1766163000,"XRP Up or Down - December 19, 11:50AM-11:55AM ET",,2025-12-19T16:55:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
btc-updown-5m-1766163000,"Bitcoin Up or Down - December 19, 11:50AM-11:55AM ET",,2025-12-19T16:55:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
eth-updown-5m-1766163000,"Ethereum Up or Down - December 19, 11:50AM-11:55AM ET",,2025-12-19T16:55:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
eth-updown-5m-1766162700,"Ethereum Up or Down - December 19, 11:45AM-11:50AM ET",,2025-12-19T16:50:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
xrp-updown-5m-1766162700,"XRP Up or Down - December 19, 11:45AM-11:50AM ET",,2025-12-19T16:50:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
sol-updown-5m-1766162700,"Solana Up or Down - December 19, 11:45AM-11:50AM ET",,2025-12-19T16:50:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
btc-updown-5m-1766162700,"Bitcoin Up or Down - December 19, 11:45AM-11:50AM ET",,2025-12-19T16:50:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
sol-updown-5m-1766162400,"Solana Up or Down - December 19, 11:40AM-11:45AM ET",,2025-12-19T16:45:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
btc-updown-5m-1766162400,"Bitcoin Up or Down - December 19, 11:40AM-11:45AM ET",,2025-12-19T16:45:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
eth-updown-5m-1766162400,"Ethereum Up or Down - December 19, 11:40AM-11:45AM ET",,2025-12-19T16:45:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
xrp-updown-5m-1766162400,"XRP Up or Down - December 19, 11:40AM-11:45AM ET",,2025-12-19T16:45:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
sol-updown-5m-1766162100,"Solana Up or Down - December 19, 11:35AM-11:40AM ET",,2025-12-19T16:40:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
eth-updown-5m-1766162100,"Ethereum Up or Down - December 19, 11:35AM-11:40AM ET",,2025-12-19T16:40:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
xrp-updown-5m-1766162100,"XRP Up or Down - December 19, 11:35AM-11:40AM ET",,2025-12-19T16:40:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
btc-updown-5m-1766162100,"Bitcoin Up or Down - December 19, 11:35AM-11:40AM ET",,2025-12-19T16:40:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
xrp-updown-5m-1766161800,"XRP Up or Down - December 19, 11:30AM-11:35AM ET",,2025-12-19T16:35:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
eth-updown-5m-1766161800,"Ethereum Up or Down - December 19, 11:30AM-11:35AM ET",,2025-12-19T16:35:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
will-the-us-officially-declare-war-on-venezuela-by-june-30-2026,"Will the US officially declare war on Venezuela by June 30, 2026?",,2025-12-31T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-xrp-reach-2-december-15-21,Will XRP reach $2.00 December 15-21?,,2025-12-22T05:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
will-russia-capture-all-of-kupiansk-by-march-31,Will Russia capture all of Kupiansk by March 31?,,2025-12-31T00:00:00+00:00,2,0.5000,-0.000000,-0.0000,{'timeout': 2},,
will-turnout-in-the-2025-honduran-general-election-be-greater-than-62,Will turnout in the 2025 Honduran general election be greater than 62%?,,2025-12-31T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-turnout-in-the-2025-honduran-general-election-be-between-61-and-62,Will turnout in the 2025 Honduran general election be between 61% and 62%?,,2025-12-31T00:00:00+00:00,1,1.0000,0.023858,0.0000,{'timeout': 1},,
will-turnout-in-the-2025-honduran-general-election-be-between-60-and-61,Will turnout in the 2025 Honduran general election be between 60% and 61%?,,2025-12-31T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-turnout-in-the-2025-honduran-general-election-be-between-59-and-60,Will turnout in the 2025 Honduran general election be between 59% and 60%?,,2025-12-31T00:00:00+00:00,1,1.0000,0.022000,0.0000,{'timeout': 1},,
will-turnout-in-the-2025-honduran-general-election-be-between-58-and-59,Will turnout in the 2025 Honduran general election be between 58% and 59%?,,2025-12-31T00:00:00+00:00,4,0.5000,0.155833,0.3918,"{'stop_loss': 2, 'take_profit': 2}",,
will-turnout-in-the-2025-honduran-general-election-be-between-57-and-58,Will turnout in the 2025 Honduran general election be between 57% and 58%?,,2025-12-31T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-turnout-in-the-2025-honduran-general-election-be-between-56-and-57,Will turnout in the 2025 Honduran general election be between 56% and 57%?,,2025-12-31T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-turnout-in-the-2025-honduran-general-election-be-less-than-56,Will turnout in the 2025 Honduran general election be less than 56%?,,2025-12-31T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
elc-por-ips-2026-01-04-ips,Will Ipswich Town FC win on 2026-01-04?,,2026-01-04T15:00:00+00:00,4,0.0000,-0.029250,-1.5265,{'timeout': 4},,
elc-por-ips-2026-01-04-draw,Will Portsmouth FC vs. Ipswich Town FC end in a draw?,,2026-01-04T15:00:00+00:00,1,1.0000,0.032250,0.0000,{'timeout': 1},,
elc-por-ips-2026-01-04-por,Will Portsmouth FC win on 2026-01-04?,,2026-01-04T15:00:00+00:00,2,0.5000,0.275667,0.5125,"{'stop_loss': 1, 'take_profit': 1}",,
cbb-rider-del-2025-12-13,Rider Broncs vs. Delaware Fightin' Blue Hens,,2025-12-13T05:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
will-turnout-in-the-first-round-of-the-2026-costa-rican-presidential-election-be-at-least-72,Will turnout in the first round of the 2026 Costa Rican Presidential Election be,,2026-02-01T00:00:00+00:00,1,1.0000,0.022500,0.0000,{'timeout': 1},,
will-turnout-in-the-first-round-of-the-2026-costa-rican-presidential-election-be-between-70-and-72,Will turnout in the first round of the 2026 Costa Rican Presidential Election be,,2026-02-01T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-turnout-in-the-first-round-of-the-2026-costa-rican-presidential-election-be-between-68-and-70,Will turnout in the first round of the 2026 Costa Rican Presidential Election be,,2026-02-01T00:00:00+00:00,1,0.0000,-0.010125,0.0000,{'timeout': 1},,
will-turnout-in-the-first-round-of-the-2026-costa-rican-presidential-election-be-between-66-and-68,Will turnout in the first round of the 2026 Costa Rican Presidential Election be,,2026-02-01T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-turnout-in-the-first-round-of-the-2026-costa-rican-presidential-election-be-between-64-and-66,Will turnout in the first round of the 2026 Costa Rican Presidential Election be,,2026-02-01T00:00:00+00:00,1,1.0000,0.006608,0.0000,{'timeout': 1},,
will-the-national-union-for-democracy-and-progress-win-the-most-seats-in-the-2025-central-african-republic-national-assembly-election,Will the National Union for Democracy and Progress win the most seats in the 202,,2025-12-28T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
